customer_id,customer_first_name,customer_last_name,category_name,customer_segment,customer_city,customer_state,customer_country,customer_region,delivery_status,order_date,shipping_type,order_item_discount,order_quantity,product_name,order_id,days_for_shipment_scheduled,days_for_shipment_real,ship_date,sales_per_order,profit_per_order
CUST1144,John,Williams,Clothing,Home Office,Bangalore,Telangana,India,West,Cancelled,2024-01-13,Standard Class,0.08,1,Jacket,ORD10144,9,10,2024-01-23,3118.59,595.2
CUST1145,John,Brown,Beauty,Home Office,Hyderabad,Karnataka,India,West,Cancelled,2023-09-23,Second Class,0.17,3,Perfume,ORD10145,7,7,2023-09-30,708.76,71.27
CUST1146,Noah,Johnson,Home & Kitchen,Consumer,Mumbai,West Bengal,India,South,Returned,2023-04-05,Same Day,0.16,4,Cookware Set,ORD10146,8,10,2023-04-15,2939.52,593.06
CUST1147,Noah,Johnson,Books,Home Office,Hyderabad,Karnataka,India,North,Shipped,2023-09-19,Same Day,0.2,3,Fiction Novel,ORD10147,4,3,2023-09-22,3359.15,544.93
CUST1148,Sophia,Smith,Clothing,Corporate,Bangalore,Tamil Nadu,India,East,Shipped,2023-03-12,Same Day,0.07,4,Jeans,ORD10148,2,4,2023-03-16,2250.65,247.67
CUST1149,Noah,Jones,Books,Consumer,Hyderabad,Telangana,India,West,Cancelled,2023-08-07,Second Class,0.26,3,Comics,ORD10149,9,7,2023-08-14,4770.52,620.39
CUST1150,Michael,Brown,Books,Corporate,Kolkata,Delhi,India,South,Returned,2024-06-16,Same Day,0.09,2,Biography,ORD10150,2,0,2024-06-16,3080.25,579.02
CUST1151,Liam,Martinez,Books,Consumer,Hyderabad,Telangana,India,North,Shipped,2023-04-02,Same Day,0.21,1,Biography,ORD10151,3,4,2023-04-06,1178.0,272.38
CUST1152,Olivia,Johnson,Home & Kitchen,Home Office,Chennai,Tamil Nadu,India,North,Shipped,2023-05-07,Standard Class,0.0,3,Mixer,ORD10152,5,7,2023-05-14,2448.16,186.42
CUST1153,Ava,Williams,Toys,Corporate,Hyderabad,Telangana,India,South,Shipped,2023-03-21,First Class,0.11,2,Puzzle,ORD10153,2,1,2023-03-22,3409.48,560.08
CUST1154,Noah,Miller,Sports,Consumer,Chennai,Telangana,India,South,Delivered,2023-08-26,Second Class,0.11,3,Tennis Racket,ORD10154,8,6,2023-09-01,1685.78,169.84
CUST1155,David,Miller,Books,Consumer,Mumbai,Maharashtra,India,West,Returned,2024-01-07,First Class,0.16,1,Biography,ORD10155,8,7,2024-01-14,490.24,103.08
CUST1156,John,Brown,Electronics,Home Office,Bangalore,Telangana,India,East,Shipped,2024-04-30,Standard Class,0.02,3,Smartwatch,ORD10156,6,6,2024-05-06,2958.83,189.51
CUST1157,Michael,Jones,Toys,Home Office,Delhi,Telangana,India,North,Delivered,2023-01-25,First Class,0.24,4,Puzzle,ORD10157,6,4,2023-01-29,4744.56,890.99
CUST1158,Isabella,Jones,Beauty,Home Office,Delhi,Karnataka,India,East,Returned,2023-06-05,Same Day,0.07,1,Shampoo,ORD10158,2,3,2023-06-08,2476.85,210.51
CUST1159,Ava,Garcia,Home & Kitchen,Corporate,Bangalore,Delhi,India,North,Shipped,2024-05-31,Same Day,0.2,4,Vacuum Cleaner,ORD10159,3,3,2024-06-03,4539.93,768.51
CUST1160,Olivia,Rodriguez,Clothing,Consumer,Delhi,Karnataka,India,North,Cancelled,2024-06-13,Second Class,0.24,2,T-Shirt,ORD10160,3,5,2024-06-18,4191.62,910.16
CUST1161,Ava,Johnson,Home & Kitchen,Home Office,Hyderabad,Karnataka,India,East,Delivered,2023-02-26,Second Class,0.17,2,Vacuum Cleaner,ORD10161,4,3,2023-03-01,822.32,165.3
CUST1162,Noah,Jones,Clothing,Corporate,Mumbai,West Bengal,India,South,Delivered,2023-01-19,Second Class,0.22,3,Jeans,ORD10162,7,5,2023-01-24,3570.03,716.11
CUST1163,Sophia,Williams,Home & Kitchen,Corporate,Mumbai,Maharashtra,India,West,Shipped,2024-01-19,Standard Class,0.2,4,Lamp,ORD10163,7,7,2024-01-26,2233.78,343.04
CUST1164,John,Brown,Clothing,Corporate,Bangalore,Karnataka,India,North,Shipped,2023-07-12,Second Class,0.11,4,Jacket,ORD10164,9,9,2023-07-21,1326.21,302.57
CUST1165,John,Martinez,Books,Home Office,Delhi,Tamil Nadu,India,South,Delivered,2023-08-25,Standard Class,0.24,1,Biography,ORD10165,7,5,2023-08-30,3466.0,580.97
CUST1166,Isabella,Garcia,Sports,Home Office,Hyderabad,Tamil Nadu,India,North,Cancelled,2024-01-22,Same Day,0.09,4,Yoga Mat,ORD10166,5,7,2024-01-29,3739.04,873.08
CUST1167,Sophia,Davis,Clothing,Consumer,Mumbai,Telangana,India,West,Cancelled,2024-03-01,First Class,0.17,4,T-Shirt,ORD10167,3,5,2024-03-06,981.49,156.36
CUST1168,Liam,Smith,Clothing,Consumer,Mumbai,West Bengal,India,North,Returned,2023-10-04,Same Day,0.22,1,Dress,ORD10168,4,5,2023-10-09,4580.78,692.58
CUST1169,Emma,Martinez,Electronics,Home Office,Kolkata,Maharashtra,India,West,Shipped,2023-08-15,Same Day,0.11,1,Headphones,ORD10169,6,8,2023-08-23,3780.62,357.16
CUST1170,Michael,Davis,Clothing,Corporate,Kolkata,Maharashtra,India,West,Cancelled,2024-07-05,Same Day,0.09,4,Dress,ORD10170,8,9,2024-07-14,4673.54,742.89
CUST1171,John,Miller,Electronics,Corporate,Mumbai,Telangana,India,North,Returned,2023-11-19,Second Class,0.14,3,Laptop,ORD10171,7,7,2023-11-26,1653.66,129.18
CUST1172,David,Smith,Beauty,Corporate,Bangalore,Tamil Nadu,India,North,Cancelled,2023-06-02,Second Class,0.25,1,Lipstick,ORD10172,6,4,2023-06-06,4702.74,1053.12
CUST1173,John,Johnson,Books,Consumer,Chennai,Delhi,India,West,Shipped,2023-08-25,Second Class,0.28,1,Comics,ORD10173,6,8,2023-09-02,1905.74,352.9
CUST1174,Ava,Williams,Electronics,Corporate,Chennai,West Bengal,India,South,Returned,2023-02-24,First Class,0.16,4,Laptop,ORD10174,2,3,2023-02-27,364.45,90.65
CUST1175,John,Smith,Sports,Consumer,Hyderabad,Telangana,India,East,Returned,2024-03-11,Second Class,0.2,4,Yoga Mat,ORD10175,5,5,2024-03-16,3838.55,262.63
CUST1176,John,Rodriguez,Toys,Consumer,Mumbai,West Bengal,India,West,Returned,2023-04-19,Standard Class,0.27,1,Action Figure,ORD10176,4,6,2023-04-25,3547.19,348.1
CUST1177,Emma,Davis,Books,Corporate,Mumbai,Tamil Nadu,India,North,Cancelled,2023-07-03,Same Day,0.03,4,Fiction Novel,ORD10177,5,4,2023-07-07,3029.76,683.0
CUST1178,Emma,Johnson,Electronics,Corporate,Mumbai,Tamil Nadu,India,North,Shipped,2024-01-03,First Class,0.07,1,Headphones,ORD10178,2,2,2024-01-05,2500.48,322.69
CUST1179,Olivia,Rodriguez,Books,Home Office,Bangalore,Delhi,India,South,Returned,2023-07-17,First Class,0.21,3,Textbook,ORD10179,4,6,2023-07-23,257.61,36.91
CUST1180,Liam,Miller,Books,Home Office,Kolkata,Delhi,India,East,Delivered,2024-01-06,First Class,0.25,3,Fiction Novel,ORD10180,4,4,2024-01-10,3160.53,702.05
CUST1181,David,Rodriguez,Books,Corporate,Mumbai,Maharashtra,India,West,Shipped,2024-01-08,First Class,0.26,1,Comics,ORD10181,3,1,2024-01-09,2142.49,330.72
CUST1182,John,Garcia,Beauty,Consumer,Mumbai,West Bengal,India,West,Delivered,2024-05-11,First Class,0.12,1,Lipstick,ORD10182,5,3,2024-05-14,2845.03,252.34
CUST1183,John,Garcia,Sports,Consumer,Delhi,West Bengal,India,East,Delivered,2024-08-21,Standard Class,0.03,2,Yoga Mat,ORD10183,5,3,2024-08-24,2203.67,503.33
CUST1184,Michael,Brown,Home & Kitchen,Consumer,Bangalore,Tamil Nadu,India,West,Returned,2023-07-20,Same Day,0.13,2,Lamp,ORD10184,3,2,2023-07-22,4833.68,271.71
CUST1185,Emma,Martinez,Home & Kitchen,Consumer,Hyderabad,Maharashtra,India,East,Returned,2024-05-23,First Class,0.07,4,Vacuum Cleaner,ORD10185,9,7,2024-05-30,3060.13,701.01
CUST1186,David,Martinez,Electronics,Consumer,Mumbai,Telangana,India,North,Cancelled,2023-11-18,Same Day,0.09,4,Smartphone,ORD10186,6,5,2023-11-23,3771.26,226.67
CUST1187,Isabella,Johnson,Books,Home Office,Delhi,West Bengal,India,East,Cancelled,2023-10-02,Second Class,0.23,1,Textbook,ORD10187,2,0,2023-10-02,4688.1,858.72
CUST1188,Olivia,Miller,Electronics,Corporate,Chennai,Maharashtra,India,West,Cancelled,2023-07-30,First Class,0.02,1,Laptop,ORD10188,5,5,2023-08-04,2998.84,192.93
CUST1189,Liam,Jones,Beauty,Home Office,Hyderabad,Maharashtra,India,East,Shipped,2024-05-18,First Class,0.25,2,Lipstick,ORD10189,3,5,2024-05-23,159.11,30.43
CUST1190,Sophia,Garcia,Beauty,Consumer,Mumbai,Tamil Nadu,India,South,Cancelled,2023-04-28,Same Day,0.13,2,Lipstick,ORD10190,8,10,2023-05-08,268.03,15.22
CUST1191,Liam,Johnson,Clothing,Consumer,Mumbai,Maharashtra,India,North,Delivered,2024-07-07,First Class,0.18,1,Dress,ORD10191,9,7,2024-07-14,3541.46,773.78
CUST1192,Ava,Jones,Beauty,Consumer,Delhi,Delhi,India,North,Cancelled,2023-02-11,First Class,0.03,3,Shampoo,ORD10192,4,6,2023-02-17,1467.52,210.13
CUST1193,John,Martinez,Clothing,Consumer,Bangalore,Delhi,India,East,Returned,2023-11-11,First Class,0.1,3,Jeans,ORD10193,7,5,2023-11-16,2938.96,201.88
CUST1194,Olivia,Brown,Sports,Corporate,Mumbai,Karnataka,India,West,Cancelled,2023-11-25,Standard Class,0.03,4,Football,ORD10194,8,6,2023-12-01,1091.16,208.81
CUST1195,Ava,Rodriguez,Electronics,Consumer,Chennai,Tamil Nadu,India,South,Shipped,2023-01-17,Standard Class,0.29,1,Smartwatch,ORD10195,3,4,2023-01-21,1424.22,210.58
CUST1196,David,Garcia,Toys,Corporate,Mumbai,Telangana,India,North,Shipped,2023-10-10,First Class,0.24,1,Puzzle,ORD10196,7,8,2023-10-18,2572.74,226.89
CUST1197,Sophia,Johnson,Sports,Consumer,Chennai,Karnataka,India,North,Delivered,2023-09-15,Standard Class,0.14,4,Tennis Racket,ORD10197,6,7,2023-09-22,4880.29,259.31
CUST1198,Emma,Smith,Beauty,Corporate,Hyderabad,Delhi,India,West,Shipped,2024-07-28,Second Class,0.07,2,Lipstick,ORD10198,2,1,2024-07-29,3119.73,416.79
CUST1199,Olivia,Jones,Sports,Home Office,Hyderabad,Karnataka,India,West,Cancelled,2024-07-27,First Class,0.28,2,Tennis Racket,ORD10199,7,8,2024-08-04,4687.13,314.63
CUST1200,Olivia,Rodriguez,Sports,Consumer,Kolkata,Tamil Nadu,India,South,Returned,2023-01-19,Second Class,0.1,3,Football,ORD10200,9,7,2023-01-26,4800.96,330.47
CUST1201,John,Garcia,Sports,Corporate,Kolkata,Tamil Nadu,India,East,Shipped,2024-06-12,Same Day,0.05,1,Dumbbells,ORD10201,6,6,2024-06-18,1119.74,115.85
CUST1202,Noah,Martinez,Beauty,Home Office,Chennai,Maharashtra,India,West,Delivered,2024-02-27,Second Class,0.17,2,Moisturizer,ORD10202,7,8,2024-03-06,1624.85,286.12
CUST1203,Olivia,Miller,Toys,Consumer,Bangalore,West Bengal,India,East,Cancelled,2024-04-10,Same Day,0.28,3,Puzzle,ORD10203,4,5,2024-04-15,3872.96,604.11
CUST1204,Michael,Jones,Books,Consumer,Mumbai,Maharashtra,India,South,Delivered,2024-01-08,First Class,0.0,3,Fiction Novel,ORD10204,4,4,2024-01-12,4347.14,277.34
CUST1205,Sophia,Martinez,Sports,Consumer,Mumbai,Tamil Nadu,India,East,Shipped,2023-03-22,Same Day,0.07,3,Yoga Mat,ORD10205,9,7,2023-03-29,2644.21,644.36
CUST1206,Sophia,Garcia,Clothing,Corporate,Kolkata,Delhi,India,North,Shipped,2024-07-04,Same Day,0.28,2,Dress,ORD10206,4,3,2024-07-07,4966.81,1129.62
CUST1207,Michael,Jones,Beauty,Corporate,Chennai,Telangana,India,East,Delivered,2024-07-01,Second Class,0.05,2,Lipstick,ORD10207,4,5,2024-07-06,156.7,15.96
CUST1208,Isabella,Rodriguez,Sports,Home Office,Mumbai,Delhi,India,South,Cancelled,2024-02-28,Second Class,0.03,1,Football,ORD10208,3,3,2024-03-02,1568.0,116.77
CUST1209,Michael,Garcia,Toys,Corporate,Mumbai,Maharashtra,India,South,Shipped,2024-03-04,Second Class,0.17,1,Action Figure,ORD10209,4,2,2024-03-06,3153.49,752.05
CUST1210,Michael,Davis,Books,Corporate,Bangalore,Telangana,India,South,Returned,2024-01-23,First Class,0.26,3,Biography,ORD10210,8,10,2024-02-02,2399.52,341.28
CUST1211,Sophia,Johnson,Beauty,Consumer,Delhi,Tamil Nadu,India,East,Shipped,2023-07-23,First Class,0.14,3,Shampoo,ORD10211,4,3,2023-07-26,671.35,75.35
CUST1212,Liam,Rodriguez,Home & Kitchen,Consumer,Kolkata,Delhi,India,North,Cancelled,2023-07-15,Second Class,0.3,2,Vacuum Cleaner,ORD10212,8,8,2023-07-23,1902.16,281.66
CUST1213,Sophia,Jones,Books,Consumer,Kolkata,Tamil Nadu,India,West,Shipped,2023-10-12,First Class,0.2,2,Comics,ORD10213,3,3,2023-10-15,224.69,45.96
CUST1214,Noah,Miller,Clothing,Consumer,Delhi,Telangana,India,North,Delivered,2023-07-15,First Class,0.02,1,Jeans,ORD10214,4,4,2023-07-19,3249.46,271.91
CUST1215,John,Martinez,Sports,Consumer,Mumbai,Telangana,India,East,Shipped,2023-11-03,Same Day,0.3,1,Football,ORD10215,9,10,2023-11-13,4474.44,910.54
CUST1216,Ava,Smith,Toys,Consumer,Bangalore,Delhi,India,East,Shipped,2023-01-14,Same Day,0.12,4,Puzzle,ORD10216,6,8,2023-01-22,4435.88,886.69
CUST1217,Liam,Martinez,Home & Kitchen,Consumer,Bangalore,Tamil Nadu,India,West,Cancelled,2023-05-26,Second Class,0.09,1,Mixer,ORD10217,9,8,2023-06-03,3527.77,556.93
CUST1218,Emma,Jones,Toys,Home Office,Kolkata,Karnataka,India,East,Delivered,2023-02-26,First Class,0.17,2,Board Game,ORD10218,6,4,2023-03-02,2382.27,531.65
CUST1219,Ava,Martinez,Home & Kitchen,Home Office,Bangalore,Tamil Nadu,India,South,Cancelled,2023-07-29,Same Day,0.09,3,Vacuum Cleaner,ORD10219,5,3,2023-08-01,2608.95,199.4
CUST1220,John,Johnson,Beauty,Home Office,Hyderabad,Telangana,India,South,Shipped,2024-06-12,Standard Class,0.03,4,Perfume,ORD10220,6,8,2024-06-20,770.9,130.36
CUST1221,Noah,Garcia,Home & Kitchen,Home Office,Delhi,Tamil Nadu,India,South,Returned,2023-12-10,First Class,0.0,1,Vacuum Cleaner,ORD10221,2,2,2023-12-12,1770.98,247.7
CUST1222,Noah,Smith,Clothing,Consumer,Mumbai,Maharashtra,India,South,Shipped,2023-10-06,Standard Class,0.13,1,T-Shirt,ORD10222,2,2,2023-10-08,1019.87,137.13
CUST1223,Emma,Williams,Clothing,Home Office,Hyderabad,Karnataka,India,South,Cancelled,2023-07-28,Second Class,0.25,2,T-Shirt,ORD10223,2,2,2023-07-30,4123.88,414.5
CUST1224,Liam,Jones,Electronics,Consumer,Delhi,West Bengal,India,East,Returned,2023-12-01,First Class,0.17,4,Laptop,ORD10224,3,3,2023-12-04,4582.29,570.29
CUST1225,Isabella,Brown,Clothing,Home Office,Chennai,Maharashtra,India,West,Cancelled,2023-10-15,Second Class,0.3,1,Jeans,ORD10225,9,9,2023-10-24,2730.92,195.62
CUST1226,Michael,Williams,Books,Corporate,Kolkata,West Bengal,India,West,Cancelled,2023-09-09,Second Class,0.09,3,Textbook,ORD10226,6,8,2023-09-17,3666.04,367.78
CUST1227,Liam,Martinez,Home & Kitchen,Home Office,Bangalore,Delhi,India,South,Delivered,2023-09-22,Second Class,0.08,2,Cookware Set,ORD10227,9,10,2023-10-02,695.18,72.57
CUST1228,Isabella,Jones,Clothing,Home Office,Chennai,West Bengal,India,East,Returned,2023-09-28,Second Class,0.05,4,Dress,ORD10228,8,7,2023-10-05,3081.82,598.28
CUST1229,Noah,Davis,Beauty,Consumer,Bangalore,Tamil Nadu,India,North,Shipped,2024-02-23,Second Class,0.05,1,Shampoo,ORD10229,2,2,2024-02-25,3543.68,211.59
CUST1230,Sophia,Brown,Toys,Home Office,Hyderabad,West Bengal,India,North,Cancelled,2023-07-30,First Class,0.09,1,Board Game,ORD10230,5,6,2023-08-05,2318.56,417.89
CUST1231,John,Smith,Toys,Corporate,Mumbai,Telangana,India,East,Shipped,2023-12-31,Standard Class,0.24,4,Board Game,ORD10231,3,1,2024-01-01,1292.04,121.82
CUST1232,Emma,Miller,Electronics,Consumer,Mumbai,Maharashtra,India,South,Delivered,2023-03-17,First Class,0.27,2,Smartphone,ORD10232,5,7,2023-03-24,4399.14,291.98
CUST1233,John,Davis,Toys,Consumer,Mumbai,Maharashtra,India,West,Delivered,2023-11-17,First Class,0.29,4,Board Game,ORD10233,6,7,2023-11-24,3740.25,412.03
CUST1234,David,Williams,Home & Kitchen,Home Office,Bangalore,West Bengal,India,East,Returned,2024-03-08,First Class,0.07,4,Cookware Set,ORD10234,4,4,2024-03-12,4509.3,427.91
CUST1235,David,Garcia,Electronics,Consumer,Chennai,Maharashtra,India,North,Delivered,2023-04-19,Same Day,0.26,2,Laptop,ORD10235,5,5,2023-04-24,4110.17,659.3
CUST1236,Liam,Johnson,Home & Kitchen,Consumer,Mumbai,Telangana,India,North,Delivered,2024-06-05,Same Day,0.1,1,Mixer,ORD10236,4,4,2024-06-09,4952.83,601.65
CUST1237,Noah,Miller,Beauty,Consumer,Chennai,Maharashtra,India,North,Shipped,2023-02-16,First Class,0.03,3,Moisturizer,ORD10237,3,4,2023-02-20,1041.65,253.33
CUST1238,Noah,Davis,Electronics,Consumer,Bangalore,West Bengal,India,South,Delivered,2024-01-14,Standard Class,0.26,2,Smartwatch,ORD10238,5,5,2024-01-19,525.06,127.44
CUST1239,Michael,Garcia,Sports,Consumer,Hyderabad,Karnataka,India,North,Delivered,2023-04-06,First Class,0.19,3,Yoga Mat,ORD10239,5,6,2023-04-12,1751.31,242.98
CUST1240,Michael,Garcia,Books,Consumer,Chennai,Karnataka,India,East,Cancelled,2023-04-13,Second Class,0.05,1,Comics,ORD10240,7,7,2023-04-20,732.12,153.03
CUST1241,Michael,Jones,Books,Corporate,Hyderabad,Delhi,India,East,Delivered,2023-05-26,Same Day,0.13,4,Comics,ORD10241,3,1,2023-05-27,2663.34,140.23
CUST1242,Sophia,Davis,Home & Kitchen,Home Office,Bangalore,Maharashtra,India,North,Cancelled,2023-01-27,Same Day,0.09,3,Lamp,ORD10242,3,1,2023-01-28,3201.84,510.89
CUST1243,Ava,Smith,Toys,Corporate,Bangalore,West Bengal,India,East,Delivered,2024-06-13,First Class,0.22,1,Board Game,ORD10243,2,1,2024-06-14,2933.61,582.79
CUST1244,Olivia,Martinez,Sports,Consumer,Kolkata,Maharashtra,India,North,Delivered,2023-03-23,First Class,0.14,1,Dumbbells,ORD10244,6,6,2023-03-29,1370.28,127.97
CUST1245,Ava,Brown,Electronics,Consumer,Bangalore,Tamil Nadu,India,North,Returned,2024-03-03,Standard Class,0.3,4,Headphones,ORD10245,5,5,2024-03-08,4553.24,283.37
CUST1246,John,Brown,Sports,Home Office,Bangalore,Telangana,India,West,Returned,2024-08-06,Standard Class,0.02,4,Tennis Racket,ORD10246,9,10,2024-08-16,203.74,16.54
CUST1247,Ava,Williams,Sports,Corporate,Delhi,Maharashtra,India,South,Cancelled,2024-04-23,Second Class,0.11,1,Tennis Racket,ORD10247,5,6,2024-04-29,1805.27,249.79
CUST1248,Sophia,Williams,Toys,Home Office,Mumbai,Maharashtra,India,South,Delivered,2023-06-11,First Class,0.14,1,Doll,ORD10248,8,8,2023-06-19,3623.06,548.08
CUST1249,John,Brown,Electronics,Corporate,Kolkata,Karnataka,India,West,Shipped,2024-02-06,First Class,0.15,3,Laptop,ORD10249,3,2,2024-02-08,3857.95,486.78
CUST1250,Ava,Smith,Beauty,Consumer,Kolkata,Telangana,India,West,Returned,2024-05-22,First Class,0.09,1,Shampoo,ORD10250,9,9,2024-05-31,2138.98,295.17
CUST1251,Sophia,Johnson,Toys,Home Office,Kolkata,West Bengal,India,South,Shipped,2023-02-07,Same Day,0.22,1,Puzzle,ORD10251,3,4,2023-02-11,182.86,26.34
CUST1252,Olivia,Rodriguez,Sports,Home Office,Delhi,Maharashtra,India,North,Returned,2024-05-25,Second Class,0.26,3,Dumbbells,ORD10252,6,6,2024-05-31,3128.41,637.84
CUST1253,Ava,Martinez,Sports,Consumer,Hyderabad,Karnataka,India,North,Returned,2024-01-28,Standard Class,0.28,2,Yoga Mat,ORD10253,3,4,2024-02-01,409.16,29.07
CUST1254,Sophia,Johnson,Beauty,Home Office,Bangalore,Delhi,India,South,Delivered,2024-05-08,Same Day,0.24,3,Lipstick,ORD10254,4,4,2024-05-12,628.49,128.08
CUST1255,Michael,Jones,Sports,Corporate,Mumbai,Telangana,India,North,Returned,2023-07-19,Same Day,0.26,3,Yoga Mat,ORD10255,4,6,2023-07-25,3286.23,616.91
CUST1256,Noah,Rodriguez,Sports,Corporate,Chennai,Karnataka,India,West,Shipped,2023-09-12,Same Day,0.17,4,Tennis Racket,ORD10256,7,8,2023-09-20,1631.19,323.52
CUST1257,Michael,Rodriguez,Sports,Corporate,Hyderabad,Karnataka,India,North,Returned,2023-06-28,Same Day,0.25,3,Football,ORD10257,4,3,2023-07-01,1805.35,355.46
CUST1258,Noah,Davis,Books,Corporate,Bangalore,Karnataka,India,North,Cancelled,2024-06-30,Second Class,0.09,1,Textbook,ORD10258,4,6,2024-07-06,2485.35,358.18
CUST1259,Emma,Smith,Toys,Consumer,Delhi,Maharashtra,India,East,Delivered,2024-08-16,First Class,0.12,1,Action Figure,ORD10259,6,6,2024-08-22,4895.03,451.71
CUST1260,Emma,Smith,Clothing,Home Office,Bangalore,Maharashtra,India,East,Delivered,2024-01-24,Standard Class,0.1,1,T-Shirt,ORD10260,5,6,2024-01-30,4830.67,759.99
CUST1261,Emma,Rodriguez,Toys,Corporate,Bangalore,Delhi,India,East,Cancelled,2024-02-02,Standard Class,0.14,2,Action Figure,ORD10261,4,6,2024-02-08,2139.68,516.94
CUST1262,Olivia,Davis,Beauty,Consumer,Delhi,Tamil Nadu,India,North,Cancelled,2023-06-07,Same Day,0.09,1,Shampoo,ORD10262,9,8,2023-06-15,1400.95,234.95
CUST1263,Michael,Martinez,Sports,Home Office,Kolkata,Tamil Nadu,India,South,Cancelled,2023-01-04,Same Day,0.29,2,Tennis Racket,ORD10263,7,8,2023-01-12,1582.7,82.63
CUST1264,Noah,Rodriguez,Toys,Home Office,Kolkata,Tamil Nadu,India,West,Returned,2023-06-16,Second Class,0.09,1,Board Game,ORD10264,3,5,2023-06-21,1417.03,87.77
CUST1265,Sophia,Miller,Books,Consumer,Mumbai,Telangana,India,North,Delivered,2024-04-12,Same Day,0.03,3,Biography,ORD10265,4,6,2024-04-18,2708.0,673.13
CUST1266,John,Williams,Beauty,Consumer,Mumbai,Telangana,India,South,Cancelled,2024-02-13,Standard Class,0.16,4,Shampoo,ORD10266,7,9,2024-02-22,3073.61,197.91
CUST1267,Sophia,Williams,Home & Kitchen,Corporate,Kolkata,Delhi,India,North,Returned,2024-02-16,Standard Class,0.02,1,Cookware Set,ORD10267,6,4,2024-02-20,2495.02,147.73
CUST1268,John,Johnson,Toys,Home Office,Hyderabad,Telangana,India,West,Cancelled,2023-07-23,First Class,0.03,2,Board Game,ORD10268,8,8,2023-07-31,2099.17,253.17
CUST1269,David,Jones,Home & Kitchen,Home Office,Chennai,Tamil Nadu,India,North,Shipped,2023-07-13,First Class,0.07,2,Vacuum Cleaner,ORD10269,8,9,2023-07-22,1135.3,276.86
CUST1270,Sophia,Williams,Sports,Consumer,Bangalore,Tamil Nadu,India,West,Shipped,2023-08-23,Standard Class,0.14,4,Yoga Mat,ORD10270,8,9,2023-09-01,2464.28,280.27
CUST1271,Ava,Garcia,Books,Home Office,Chennai,Karnataka,India,North,Delivered,2023-05-30,Standard Class,0.13,1,Fiction Novel,ORD10271,3,4,2023-06-03,1771.4,233.78
CUST1272,Ava,Johnson,Books,Corporate,Bangalore,Telangana,India,West,Returned,2023-06-08,Second Class,0.24,3,Textbook,ORD10272,7,9,2023-06-17,2753.82,486.92
CUST1273,Liam,Williams,Toys,Home Office,Kolkata,Maharashtra,India,North,Shipped,2023-10-06,Second Class,0.22,1,Action Figure,ORD10273,4,4,2023-10-10,3408.43,186.86
CUST1274,Michael,Jones,Beauty,Consumer,Mumbai,Maharashtra,India,West,Shipped,2024-02-08,Standard Class,0.13,1,Moisturizer,ORD10274,5,4,2024-02-12,3203.23,735.31
CUST1275,John,Smith,Beauty,Consumer,Hyderabad,Karnataka,India,East,Returned,2023-11-07,Same Day,0.1,4,Moisturizer,ORD10275,3,4,2023-11-11,2366.2,364.13
CUST1276,John,Smith,Books,Corporate,Mumbai,Karnataka,India,North,Cancelled,2023-03-09,First Class,0.09,1,Biography,ORD10276,3,3,2023-03-12,2824.66,404.95
CUST1277,Michael,Martinez,Beauty,Corporate,Chennai,Karnataka,India,North,Returned,2024-04-07,Standard Class,0.23,3,Perfume,ORD10277,8,8,2024-04-15,1495.8,332.28
CUST1278,Olivia,Rodriguez,Books,Home Office,Mumbai,Maharashtra,India,South,Cancelled,2023-03-29,Same Day,0.02,2,Comics,ORD10278,5,3,2023-04-01,218.78,52.64
CUST1279,Liam,Miller,Toys,Home Office,Kolkata,Tamil Nadu,India,South,Shipped,2023-08-05,Standard Class,0.0,4,Board Game,ORD10279,8,9,2023-08-14,3162.6,425.95
CUST1280,Olivia,Smith,Clothing,Consumer,Hyderabad,Karnataka,India,West,Shipped,2023-01-01,First Class,0.24,3,Jacket,ORD10280,3,5,2023-01-06,1337.59,113.01
CUST1281,Olivia,Davis,Books,Corporate,Chennai,Delhi,India,North,Shipped,2023-05-15,First Class,0.14,2,Textbook,ORD10281,4,4,2023-05-19,3377.87,719.97
CUST1282,Olivia,Williams,Home & Kitchen,Corporate,Hyderabad,Karnataka,India,West,Delivered,2023-12-17,Second Class,0.04,4,Lamp,ORD10282,8,8,2023-12-25,3760.34,491.3
CUST1283,Michael,Davis,Beauty,Corporate,Bangalore,West Bengal,India,East,Delivered,2023-05-20,Second Class,0.07,4,Lipstick,ORD10283,8,7,2023-05-27,4588.05,1087.87
CUST1284,Olivia,Jones,Books,Home Office,Mumbai,Karnataka,India,South,Delivered,2023-05-13,Second Class,0.28,2,Biography,ORD10284,9,7,2023-05-20,4794.8,1150.66
CUST1285,Ava,Smith,Books,Corporate,Hyderabad,Maharashtra,India,West,Returned,2023-06-27,Second Class,0.26,2,Fiction Novel,ORD10285,8,8,2023-07-05,151.58,11.06
CUST1286,Emma,Miller,Toys,Consumer,Delhi,Telangana,India,West,Shipped,2023-12-24,First Class,0.21,3,Doll,ORD10286,3,3,2023-12-27,4952.83,1195.17
CUST1287,David,Jones,Beauty,Consumer,Mumbai,Karnataka,India,South,Shipped,2024-01-15,Same Day,0.14,1,Lipstick,ORD10287,4,6,2024-01-21,3446.79,426.21
CUST1288,John,Garcia,Clothing,Home Office,Bangalore,Telangana,India,North,Returned,2024-03-25,Same Day,0.16,1,Jacket,ORD10288,5,7,2024-04-01,3253.27,583.15
